+------+-------------------------------+-------------+---------------+
| Rank |           Drug Name           | Target Name | Binding Score |
| 1766 |         AGI-5198_1913         |    EXOSC4   |      4.73     |
| 1767 |         SCH772984_1564        |     DRG2    |      4.73     |
| 1768 |          AZD4547_1786         |    RPS14    |      4.73     |
| 1769 |         EPZ004777_1237        |    RPS27    |      4.73     |
| 1770 |        Paclitaxel_1080        |    RPS11    |      4.72     |
| 1771 |          AZD1332_1463         |    USP39    |      4.72     |
| 1772 |  Podophyllotoxin bromide_1825 |    USP39    |      4.72     |
| 1773 |        Pictilisib_1058        |    RAB15    |      4.72     |
| 1774 |      Wee1 Inhibitor_1046      |    WDR75    |      4.71     |
| 1775 |         Sapitinib_1549        |    RPS14    |      4.71     |
| 1776 |         AGI-5198_1913         |     IGJ     |      4.71     |
| 1777 |         AGI-5198_1913         |    WDR75    |      4.70     |
| 1778 |        Tozasertib_1096        |    COPS3    |      4.70     |
| 1779 |         PLX-4720_1036         |    SSBP1    |      4.69     |
| 1780 |          AZD2014_1441         |    RAB15    |      4.69     |
| 1781 |        Cytarabine_1006        |    SEC61B   |      4.68     |
| 1782 |          MK-1775_1179         |     DENR    |      4.68     |
| 1783 |         Tamoxifen_1199        |    COPS3    |      4.68     |
| 1784 |         Docetaxel_1819        |     RPS7    |      4.68     |
| 1785 |           MIM1_1996           |    SSBP1    |      4.68     |
| 1786 |         Olaparib_1017         |    SEC61B   |      4.68     |
| 1787 |        Linsitinib_1510        |    RPS11    |      4.67     |
| 1788 |        Ribociclib_1632        |    RPS27    |      4.67     |
| 1789 |        Oxaliplatin_1806       |     IGJ     |      4.67     |
| 1790 |  Telomerase Inhibitor IX_1930 |    RPS27    |      4.67     |
| 1791 |        Dabrafenib_1373        |    RPS14    |      4.66     |
| 1792 |         SB216763_1025         |    DHX30    |      4.66     |
| 1793 |         Cisplatin_1005        |    USP39    |      4.66     |
| 1794 |   Sepantronium bromide_1941   |    NHP2L1   |      4.65     |
| 1795 |          AZD5153_1706         |     IGJ     |      4.65     |
| 1796 |        Zoledronate_1802       |     RPS7    |      4.65     |
| 1797 |          AZD5991_1720         |    TROVE2   |      4.65     |
| 1798 |        Vinorelbine_2048       |    COPS3    |      4.65     |
| 1799 |        Zoledronate_1802       |    COPS3    |      4.65     |
| 1800 |          XAV939_1268          |    RPS27    |      4.65     |
| 1801 |         Erlotinib_1168        |     PRCP    |      4.64     |
| 1802 |        Palbociclib_1054       |    EXOSC4   |      4.64     |
| 1803 |        Osimertinib_1919       |    SSBP1    |      4.64     |
| 1804 |         Rapamycin_1084        |    SSBP1    |      4.64     |
| 1805 |        Bortezomib_1191        |    DHX30    |      4.64     |
| 1806 |          AT13148_2170         |    SEC61B   |      4.64     |
| 1807 |         CZC24832_1615         |    RPS11    |      4.63     |
| 1808 |          GSK591_2110          |    COPS3    |      4.63     |
| 1809 |          GSK591_2110          |    NHP2L1   |      4.63     |
| 1810 |          UMI-77_1939          |     IGJ     |      4.63     |
| 1811 |        Savolitinib_1936       |    RPS14    |      4.63     |
| 1812 |         Nilotinib_1013        |    RPS27    |      4.63     |
| 1813 |           AZ960_1250          |    COPS3    |      4.62     |
| 1814 |        Doramapimod_1042       |     DRG2    |      4.62     |
| 1815 |        Paclitaxel_1080        |    DHX30    |      4.61     |
| 1816 |          I-BRD9_1928          |    SEC61B   |      4.60     |
| 1817 |       Dactinomycin_1911       |    SEC61B   |      4.60     |
| 1818 |           WIKI4_1940          |    TROVE2   |      4.60     |
| 1819 |        Uprosertib_2106        |    WDR75    |      4.59     |
| 1820 |         Lapatinib_1558        |     PRCP    |      4.58     |
| 1821 |        Dinaciclib_1180        |    TROVE2   |      4.58     |
| 1822 |        Fludarabine_1813       |    USP39    |      4.58     |
| 1823 |        Carmustine_1807        |    RPS11    |      4.58     |
| 1824 |          AZD5582_1617         |    SEC61B   |      4.58     |
| 1825 |          GSK343_1627          |    RAB15    |      4.58     |
| 1826 |          AZD3759_1915         |     DENR    |      4.58     |
| 1827 |         SB505124_1194         |    USP39    |      4.57     |
| 1828 |           PFI3_1620           |     DRG2    |      4.57     |
| 1829 |           WIKI4_1940          |    LSM14B   |      4.56     |
| 1830 |          AZ6102_2109          |     IGJ     |      4.56     |
| 1831 |          AZ6102_2109          |     RPS7    |      4.55     |
| 1832 |          AZD5991_1720         |     DENR    |      4.55     |
| 1833 |         Daporinad_1248        |     DRG2    |      4.55     |
| 1834 |         Axitinib_1021         |    BRIX1    |      4.54     |
| 1835 |          RVX-208_1625         |    NHP2L1   |      4.54     |
| 1836 |         Sinularin_1838        |    NHP2L1   |      4.54     |
| 1837 |        Savolitinib_1936       |     DRG2    |      4.53     |
| 1838 |         SB505124_1194         |    NOP16    |      4.53     |
| 1839 |         Ibrutinib_1799        |    NHP2L1   |      4.53     |
| 1840 |            JQ1_2172           |    LSM14B   |      4.52     |
| 1841 |          VE-822_1613          |    DHX30    |      4.52     |
| 1842 |        Ulixertinib_1908       |     PRCP    |      4.51     |
| 1843 |         AGI-5198_1913         |    USP39    |      4.51     |
| 1844 |          AZD6482_2169         |     DENR    |      4.51     |
| 1845 |        Vincristine_1818       |    TRMT6    |      4.50     |
| 1846 |         Lapatinib_1558        |    RAB15    |      4.50     |
| 1847 |        Talazoparib_1259       |    RPS11    |      4.50     |
| 1848 |        Savolitinib_1936       |    LSM14B   |      4.50     |
| 1849 |         Gefitinib_1010        |    RPS11    |      4.50     |
| 1850 |       Camptothecin_1003       |     IGJ     |      4.50     |
| 1851 |         SB505124_1194         |    COPS3    |      4.50     |
| 1852 |          WZ4003_1614          |     PES1    |      4.49     |
| 1853 |           AZ960_1250          |    WDR75    |      4.49     |
| 1854 |        Oxaliplatin_1089       |     IGJ     |      4.49     |
| 1855 |          LJI308_2107          |    USP39    |      4.49     |
| 1856 |       Camptothecin_1003       |    WDR75    |      4.49     |
| 1857 |   Sepantronium bromide_1941   |    DHX30    |      4.48     |
| 1858 |        BMS-536924_1091        |     DRG2    |      4.47     |
| 1859 |          AT13148_2170         |     RPS7    |      4.47     |
| 1860 |          UMI-77_1939          |    RPS11    |      4.47     |
| 1861 |         Alpelisib_1560        |     YBX1    |      4.46     |
| 1862 |        Ulixertinib_1908       |    WDR75    |      4.46     |
| 1863 |        Vincristine_1818       |     RPS7    |      4.46     |
| 1864 |        Cytarabine_1006        |     RPS7    |      4.45     |
| 1865 |  Podophyllotoxin bromide_1825 |    WDR75    |      4.45     |
| 1866 |          MK-2206_1053         |     RPS7    |      4.44     |
| 1867 |        GSK1904529A_1093       |    WDR75    |      4.44     |
| 1868 |         Rapamycin_1084        |    RPS11    |      4.44     |
| 1869 |          MK-1775_1179         |     IGJ     |      4.44     |
| 1870 |        Gemcitabine_1190       |    COPS3    |      4.44     |
| 1871 |    Gallibiscoquinazole_1830   |    RPS27    |      4.43     |
| 1872 |          MK-8776_2046         |    USP39    |      4.43     |
| 1873 |        Fulvestrant_1200       |    RPS27    |      4.43     |
| 1874 |         I-BET-762_1624        |    DHX30    |      4.43     |
| 1875 |        Gemcitabine_1190       |    RPS14    |      4.43     |
| 1876 |         Rapamycin_1084        |    RPS27    |      4.42     |
| 1877 |          OSI-027_1594         |    BRIX1    |      4.42     |
| 1878 |        Sabutoclax_1849        |    RPS27    |      4.42     |
| 1879 |        Zoledronate_1802       |    DHX30    |      4.41     |
| 1880 |         PRT062607_1631        |    RPS11    |      4.41     |
| 1881 |        Selumetinib_1736       |    BRIX1    |      4.40     |
| 1882 |          AZD5582_1617         |    NHP2L1   |      4.40     |
| 1883 |           VE821_2111          |     RPS7    |      4.40     |
| 1884 |          GDC0810_1925         |    LSM14B   |      4.40     |
| 1885 |         KU-55933_1030         |    COPS3    |      4.40     |
| 1886 |          OTX015_1626          |    COPS3    |      4.39     |
| 1887 |          OSI-027_1594         |    TROVE2   |      4.39     |
| 1888 |        Selumetinib_1736       |    COPS3    |      4.39     |
| 1889 |        NVP-ADW742_1932        |    COPS3    |      4.39     |
| 1890 |           WIKI4_1940          |    NHP2L1   |      4.39     |
| 1891 |          LGK974_1598          |    SEC61B   |      4.38     |
| 1892 |         Lapatinib_1558        |    RPS27    |      4.38     |
| 1893 |        Dabrafenib_1373        |    USP39    |      4.38     |
| 1894 |         PD173074_1049         |    COPS3    |      4.37     |
| 1895 |          RVX-208_1625         |    LSM14B   |      4.37     |
| 1896 |         Ibrutinib_1799        |     IGJ     |      4.37     |
| 1897 |         Docetaxel_1819        |    TRMT6    |      4.36     |
| 1898 |        Epirubicin_1511        |    RPS11    |      4.36     |
| 1899 |        Vincristine_1818       |    WDR75    |      4.36     |
| 1900 |        BMS-754807_2171        |    RPS11    |      4.36     |
| 1901 |         Sapitinib_1549        |     PRCP    |      4.36     |
| 1902 |         AGI-5198_1913         |    NHP2L1   |      4.36     |
| 1903 |          OTX015_1626          |     RPS7    |      4.35     |
| 1904 |      Picolinici-acid_1635     |    BRIX1    |      4.35     |
| 1905 |          P22077_1933          |    NHP2L1   |      4.35     |
| 1906 |        GSK2606414_1618        |    RPS14    |      4.34     |
| 1907 |  Telomerase Inhibitor IX_1930 |    WDR75    |      4.34     |
| 1908 |        Ruxolitinib_1507       |    RPS14    |      4.33     |
| 1909 |       Staurosporine_1034      |    COPS3    |      4.33     |
| 1910 |       Pyridostatin_2044       |    RAB15    |      4.32     |
| 1911 |          AZD5363_1916         |    DHX30    |      4.32     |
| 1912 |           OF-1_1853           |     DRG2    |      4.32     |
| 1913 |        Nelarabine_1814        |    WDR75    |      4.32     |
| 1914 |         Alisertib_1051        |    DHX30    |      4.32     |
| 1915 |       Entospletinib_1630      |    WDR75    |      4.31     |
| 1916 |         ZM447439_1050         |    NHP2L1   |      4.31     |
| 1917 |          AZD5438_1401         |    DHX30    |      4.30     |
| 1918 |        Buparlisib_1873        |     DRG2    |      4.30     |
| 1919 |        Buparlisib_1873        |    DHX30    |      4.29     |
| 1920 |         Afatinib_1032         |    COPS3    |      4.29     |
| 1921 |          LCL161_1557          |    RPS11    |      4.29     |
| 1922 |    Gallibiscoquinazole_1830   |    WDR75    |      4.28     |
| 1923 |         Daporinad_1248        |    RPS11    |      4.28     |
| 1924 |       Nutlin-3a (-)_1047      |    COPS3    |      4.28     |
| 1925 |          LCL161_1557          |    RPS27    |      4.28     |
| 1926 |         Gefitinib_1010        |     DENR    |      4.28     |
| 1927 |       Nutlin-3a (-)_1047      |    LSM14B   |      4.27     |
| 1928 |        PRIMA-1MET_1131        |    RPS27    |      4.27     |
| 1929 |        Irinotecan_1088        |    NHP2L1   |      4.26     |
| 1930 |         WEHI-539_1997         |    RPS27    |      4.26     |
| 1931 |         Taselisib_1561        |    LSM14B   |      4.25     |
| 1932 |          UMI-77_1939          |    DHX30    |      4.24     |
| 1933 |        Carmustine_1807        |    TRMT6    |      4.24     |
| 1934 |          NU7441_1038          |    WDR75    |      4.24     |
| 1935 |         Dasatinib_1079        |     IGJ     |      4.24     |
| 1936 |         Rapamycin_1084        |    TRMT6    |      4.24     |
| 1937 |        Uprosertib_1553        |    USP39    |      4.24     |
| 1938 |      Wee1 Inhibitor_1046      |     IGJ     |      4.24     |
| 1939 |         I-BET-762_1624        |     UTP3    |      4.24     |
| 1940 |        Ipatasertib_1924       |    RAB15    |      4.24     |
| 1941 |         Topotecan_1808        |    RAB15    |      4.24     |
| 1942 |        Venetoclax_1909        |     IGJ     |      4.23     |
| 1943 |          AZD4547_1786         |    TRMT6    |      4.23     |
| 1944 |          VE-822_1613          |    RPS11    |      4.23     |
| 1945 |        Gemcitabine_1190       |    RPS11    |      4.23     |
| 1946 |        Palbociclib_1054       |    USP39    |      4.22     |
| 1947 |         Dasatinib_1079        |    NHP2L1   |      4.22     |
| 1948 |         Olaparib_1017         |     DRG2    |      4.22     |
| 1949 |         ZM447439_1050         |    COPS3    |      4.22     |
| 1950 |          VE-822_1613          |     DRG2    |      4.22     |
| 1951 |        Luminespib_1559        |    BRIX1    |      4.22     |
| 1952 |         I-BET-762_1624        |    RPS11    |      4.22     |
| 1953 |          AZD8055_1059         |     PRCP    |      4.21     |
| 1954 |         Lapatinib_1558        |    TROVE2   |      4.21     |
| 1955 |         Sapitinib_1549        |     YBX1    |      4.21     |
| 1956 |         Alpelisib_1560        |    BRIX1    |      4.20     |
| 1957 |        Irinotecan_1088        |    TRMT6    |      4.20     |
| 1958 |        BMS-345541_1249        |    COPS3    |      4.20     |
| 1959 |          OSI-027_1594         |    LSM14B   |      4.20     |
| 1960 |         ZM447439_1050         |    TRMT6    |      4.20     |
| 1961 |        Ruxolitinib_1507       |    BRIX1    |      4.20     |
| 1962 |        BMS-536924_1091        |    TROVE2   |      4.19     |
| 1963 |        Fulvestrant_1200       |    COPS3    |      4.19     |
| 1964 |        Ribociclib_1632        |    RPS14    |      4.18     |
| 1965 |        Elephantin_1835        |     RPS7    |      4.18     |
| 1966 |          AZD8055_1059         |    COPS3    |      4.18     |
| 1967 |       Entospletinib_1630      |    BRIX1    |      4.18     |
| 1968 |  Telomerase Inhibitor IX_1930 |     DRG2    |      4.18     |
| 1969 |          LCL161_1557          |     IGJ     |      4.18     |
| 1970 |        Crizotinib_1083        |    WDR75    |      4.18     |
| 1971 |    Gallibiscoquinazole_1830   |    DHX30    |      4.17     |
| 1972 |        BMS-536924_1091        |    RPS27    |      4.17     |
| 1973 |         BIBR-1532_2043        |    RPS11    |      4.17     |
| 1974 |           MIM1_1996           |    WDR75    |      4.17     |
| 1975 |          NU7441_1038          |    RAB15    |      4.16     |
| 1976 |          Wnt-C59_1622         |     IGJ     |      4.16     |
| 1977 |           WIKI4_1940          |     IGJ     |      4.16     |
| 1978 |          BI-2536_1086         |    TRMT6    |      4.16     |
| 1979 |         Lapatinib_1558        |    RPS11    |      4.16     |
| 1980 |        Ribociclib_1632        |    RPS11    |      4.16     |
| 1981 |        Selumetinib_1736       |    WDR75    |      4.15     |
| 1982 |         Afatinib_1032         |     UTP3    |      4.15     |
| 1983 |        Fulvestrant_1200       |     IGJ     |      4.15     |
| 1984 |         PD0325901_1060        |    TROVE2   |      4.15     |
| 1985 |     Cyclophosphamide_1512     |    DHX30    |      4.15     |
| 1986 |         LY2109761_1852        |    RPS11    |      4.14     |
| 1987 |            JQ1_2172           |    USP39    |      4.14     |
| 1988 |         SB505124_1194         |     PES1    |      4.13     |
| 1989 |       Temozolomide_1375       |     DRG2    |      4.13     |
| 1990 |         AGI-6780_1634         |    DHX30    |      4.12     |
| 1991 |           OF-1_1853           |    USP39    |      4.12     |
| 1992 |        Uprosertib_2106        |    COPS3    |      4.12     |
| 1993 |          AZD8186_1918         |    RPS11    |      4.12     |
| 1994 |        Buparlisib_1873        |    TRMT6    |      4.12     |
| 1995 |       Pyridostatin_2044       |    COPS3    |      4.11     |
| 1996 |         SCH772984_1564        |    EXOSC4   |      4.11     |
| 1997 |           IWP-2_1576          |     RPS7    |      4.10     |
| 1998 |   Sepantronium bromide_1941   |    SEC61B   |      4.10     |
| 1999 |         SCH772984_1564        |    SSBP1    |      4.10     |
| 2000 |          AZD7762_1022         |     DRG2    |      4.09     |
| 2001 |           Mirin_1048          |    USP39    |      4.09     |
| 2002 |         Ibrutinib_1799        |     PRCP    |      4.09     |
| 2003 |       Mitoxantrone_1810       |    RPS27    |      4.09     |
| 2004 |          WZ4003_1614          |    USP39    |      4.09     |
| 2005 |        Pictilisib_1058        |    SEC61B   |      4.09     |
| 2006 |         Niraparib_1177        |    USP39    |      4.09     |
| 2007 |        Buparlisib_1873        |     IGJ     |      4.09     |
| 2008 |        GSK2578215A_1927       |     IGJ     |      4.08     |
| 2009 |       Nutlin-3a (-)_1047      |     DRG2    |      4.08     |
| 2010 |          LGK974_1598          |    RPS11    |      4.08     |
| 2011 |        Osimertinib_1919       |     DENR    |      4.07     |
| 2012 |           OF-1_1853           |     IGJ     |      4.07     |
| 2013 |        Navitoclax_1011        |    NHP2L1   |      4.07     |
| 2014 |        GSK2606414_1618        |    RPS11    |      4.07     |
| 2015 |         Sapitinib_1549        |    SSBP1    |      4.06     |
| 2016 |        Luminespib_1559        |    TRMT6    |      4.06     |
| 2017 |         CZC24832_1615         |    NHP2L1   |      4.06     |
| 2018 |       Dactinomycin_1811       |     RPS7    |      4.06     |
| 2019 |          AZD5363_1916         |    NHP2L1   |      4.06     |
| 2020 |        Carmustine_1807        |     DRG2    |      4.05     |
| 2021 |          GSK591_2110          |    TROVE2   |      4.05     |
| 2022 |         SB505124_1194         |     UTP3    |      4.05     |
| 2023 |        Paclitaxel_1080        |     DENR    |      4.05     |
| 2024 |          AZD1208_1449         |    WDR75    |      4.04     |
| 2025 |        Gemcitabine_1190       |    TRMT6    |      4.04     |
| 2026 |          AT13148_2170         |    DHX30    |      4.04     |
| 2027 |      5-Fluorouracil_1073      |    SEC61B   |      4.03     |
| 2028 |       Mitoxantrone_1810       |     IGJ     |      4.03     |
| 2029 |        Doramapimod_1042       |    NHP2L1   |      4.03     |
| 2030 |        Zoledronate_1802       |    NHP2L1   |      4.03     |
| 2031 |        Fludarabine_1813       |    SEC61B   |      4.03     |
| 2032 |        GSK269962A_1192        |    TRMT6    |      4.03     |
| 2033 |        Fulvestrant_1816       |     DENR    |      4.03     |
| 2034 |        Doramapimod_1042       |    BRIX1    |      4.03     |
| 2035 |         Daporinad_1248        |    USP39    |      4.02     |
| 2036 |        Crizotinib_1083        |     RPS7    |      4.02     |
| 2037 |        Vinblastine_1004       |    NHP2L1   |      4.02     |
| 2038 |         Tamoxifen_1199        |    RPS11    |      4.02     |
| 2039 |          MK-2206_1053         |     IGJ     |      4.02     |
| 2040 |       Staurosporine_1034      |    RPS14    |      4.02     |
| 2041 |          MG-132_1862          |     RPS7    |      4.02     |
| 2042 |        Dabrafenib_1373        |    COPS3    |      4.02     |
| 2043 |         PCI-34051_1621        |    BRIX1    |      4.02     |
| 2044 |          MK-8776_2046         |    TROVE2   |      4.02     |
| 2045 |       Pyridostatin_2044       |    SEC61B   |      4.02     |
| 2046 |       Temozolomide_1375       |    RPS14    |      4.02     |
| 2047 |         Sinularin_1838        |    USP39    |      4.01     |
| 2048 |        Oxaliplatin_1806       |    WDR75    |      4.01     |
| 2049 |          MG-132_1862          |    SSBP1    |      4.01     |
| 2050 |        Osimertinib_1919       |    RPS14    |      4.01     |
| 2051 |         Acetalax_1804         |    RPS27    |      4.01     |
| 2052 |         Olaparib_1017         |     RPS7    |      4.01     |
| 2053 |          AZD6482_2169         |     PES1    |      4.00     |
| 2054 |        Pictilisib_1058        |     RPS7    |      4.00     |
| 2055 |        GSK2606414_1618        |    COPS3    |      3.99     |
| 2056 |        Sabutoclax_1849        |    TROVE2   |      3.99     |
| 2057 |        Vincristine_1818       |    RPS11    |      3.99     |
| 2058 |          NU7441_1038          |     PES1    |      3.99     |
| 2059 |           IWP-2_1576          |     IGJ     |      3.99     |
| 2060 |        Teniposide_1809        |    RPS27    |      3.99     |
| 2061 |        Elephantin_1835        |     IGJ     |      3.98     |
| 2062 |          AZD4547_1786         |    DHX30    |      3.98     |
| 2063 |        Vorinostat_1012        |     DENR    |      3.98     |
| 2064 |        Dabrafenib_1373        |    RPS11    |      3.98     |
| 2065 |        Bortezomib_1191        |    COPS3    |      3.98     |
| 2066 |        Selumetinib_1736       |    SSBP1    |      3.98     |
| 2067 |        Epirubicin_1511        |    USP39    |      3.98     |
| 2068 |         AGI-6780_1634         |    WDR75    |      3.98     |
| 2069 |          MIRA-1_1931          |    TRMT6    |      3.98     |
| 2070 |        Vorinostat_1012        |    NHP2L1   |      3.98     |
| 2071 |        Buparlisib_1873        |    WDR75    |      3.98     |
| 2072 |        Uprosertib_1553        |    DHX30    |      3.97     |
| 2073 |          UMI-77_1939          |     DENR    |      3.97     |
| 2074 |         Lapatinib_1558        |    COPS3    |      3.97     |
| 2075 |         Sinularin_1838        |    RPS11    |      3.97     |
| 2076 |       Pevonedistat_1529       |    TRMT6    |      3.97     |
| 2077 |          GSK343_1627          |    COPS3    |      3.97     |
| 2078 |          AZD8055_1059         |     PES1    |      3.97     |
| 2079 |      Wee1 Inhibitor_1046      |    RPS27    |      3.97     |
| 2080 |       Dactinomycin_1811       |    NHP2L1   |      3.96     |
| 2081 |        Ulixertinib_1908       |    RPS14    |      3.96     |
| 2082 |          AZD5363_1916         |    SSBP1    |      3.96     |
| 2083 | KRAS (G12C) Inhibitor-12_1855 |     IGJ     |      3.96     |
| 2084 |        Linsitinib_1510        |    NHP2L1   |      3.96     |
| 2085 |          AZD5363_1916         |    USP39    |      3.96     |
| 2086 |           MIM1_1996           |    RAB15    |      3.96     |
| 2087 |        Buparlisib_1873        |    COPS3    |      3.96     |
| 2088 |         Rapamycin_1084        |     UTP3    |      3.95     |
| 2089 |        Vorinostat_1012        |     YBX1    |      3.95     |
| 2090 |        Navitoclax_1011        |    RPS11    |      3.95     |
| 2091 |   Sepantronium bromide_1941   |    SSBP1    |      3.95     |
| 2092 |           AZ960_1250          |    TRMT6    |      3.95     |
| 2093 |           ML323_1629          |    DHX30    |      3.95     |
| 2094 |          AZD5153_1706         |    DHX30    |      3.94     |
| 2095 |         Alisertib_1051        |    EXOSC4   |      3.94     |
| 2096 |         SB216763_1025         |    RPS14    |      3.94     |
| 2097 |          AMG-319_2045         |    RPS14    |      3.94     |
| 2098 |        NVP-ADW742_1932        |    SEC61B   |      3.93     |
| 2099 |          P22077_1933          |    RPS11    |      3.93     |
| 2100 |         PCI-34051_1621        |    SEC61B   |      3.93     |
| 2101 |          AZD3759_1915         |     PES1    |      3.93     |
| 2102 |         Sapitinib_1549        |    RPS11    |      3.93     |
| 2103 |          BI-2536_1086         |     RPS7    |      3.93     |
| 2104 |           Mirin_1048          |     DRG2    |      3.92     |
| 2105 |  Podophyllotoxin bromide_1825 |     UTP3    |      3.92     |
| 2106 |           IWP-2_1576          |    SEC61B   |      3.92     |
| 2107 |        Navitoclax_1011        |     IGJ     |      3.92     |
| 2108 |      5-Fluorouracil_1073      |    NOP16    |      3.92     |
| 2109 |           ML323_1629          |    NHP2L1   |      3.92     |
| 2110 |         Tamoxifen_1199        |    TRMT6    |      3.92     |
| 2111 |          AT13148_2170         |     IGJ     |      3.92     |
| 2112 |        Selumetinib_1736       |     PES1    |      3.92     |
| 2113 |          OTX015_1626          |    USP39    |      3.92     |
| 2114 |        Fludarabine_1813       |    WDR75    |      3.91     |
| 2115 |   Sepantronium bromide_1941   |     DRG2    |      3.91     |
| 2116 | KRAS (G12C) Inhibitor-12_1855 |    SEC61B   |      3.91     |
| 2117 |         KU-55933_1030         |    RPS14    |      3.91     |
| 2118 |          LGK974_1598          |    USP39    |      3.91     |
| 2119 |          P22077_1933          |     DENR    |      3.90     |
| 2120 |        BMS-536924_1091        |    WDR75    |      3.90     |
| 2121 |         BIBR-1532_2043        |     IGJ     |      3.90     |
| 2122 |       Pyridostatin_2044       |    SSBP1    |      3.90     |
| 2123 |        Dinaciclib_1180        |    RPS11    |      3.90     |
| 2124 |         PRT062607_1631        |     DENR    |      3.89     |
| 2125 |         SCH772984_1564        |    LSM14B   |      3.89     |
| 2126 |        Crizotinib_1083        |     IGJ     |      3.89     |
| 2127 |       Dactinomycin_1911       |    RPS14    |      3.89     |
| 2128 |          I-BRD9_1928          |    RPS27    |      3.88     |
| 2129 |  Telomerase Inhibitor IX_1930 |    COPS3    |      3.88     |
| 2130 |          OTX015_1626          |    LSM14B   |      3.88     |
| 2131 |           PFI3_1620           |    WDR75    |      3.88     |
| 2132 |       Nutlin-3a (-)_1047      |    RPS11    |      3.87     |
| 2133 |         Acetalax_1804         |    RAB15    |      3.87     |
| 2134 |        GSK2578215A_1927       |     RPS7    |      3.87     |
| 2135 |          P22077_1933          |     IGJ     |      3.87     |
| 2136 |          VE-822_1613          |     DENR    |      3.87     |
| 2137 |          AZD8055_1059         |    BRIX1    |      3.87     |
| 2138 |      Picolinici-acid_1635     |     DENR    |      3.86     |
| 2139 |        Teniposide_1809        |    TRMT6    |      3.86     |
| 2140 |          OSI-027_1594         |    SEC61B   |      3.85     |
| 2141 |         Niraparib_1177        |    RAB15    |      3.85     |
| 2142 |        Fulvestrant_1200       |    TRMT6    |      3.85     |
| 2143 |          MK-1775_1179         |    USP39    |      3.85     |
| 2144 |         EPZ004777_1237        |    WDR75    |      3.84     |
| 2145 |    Gallibiscoquinazole_1830   |    RPS11    |      3.84     |
| 2146 |        BMS-345541_1249        |    WDR75    |      3.84     |
| 2147 |           OF-1_1853           |    DHX30    |      3.84     |
| 2148 |         CZC24832_1615         |    WDR75    |      3.84     |
| 2149 |            JQ1_2172           |    BRIX1    |      3.83     |
| 2150 |        Carmustine_1807        |    COPS3    |      3.83     |
| 2151 |          AMG-319_2045         |     RPS7    |      3.83     |
| 2152 |          VX-11e_2096          |    BRIX1    |      3.83     |
| 2153 |        Irinotecan_1088        |     RPS7    |      3.82     |
| 2154 |  Podophyllotoxin bromide_1825 |    RPS11    |      3.82     |
| 2155 |          AZD5363_1916         |    RPS11    |      3.82     |
| 2156 |          VX-11e_2096          |    SEC61B   |      3.82     |
| 2157 |        GSK2578215A_1927       |    TRMT6    |      3.82     |
| 2158 |           VE821_2111          |     DENR    |      3.81     |
| 2159 |        PRIMA-1MET_1131        |     DENR    |      3.81     |
| 2160 |        Selumetinib_1736       |    RAB15    |      3.80     |
| 2161 |           ML323_1629          |    USP39    |      3.80     |
| 2162 |          AT13148_2170         |    RPS27    |      3.80     |
| 2163 |         Topotecan_1808        |     DRG2    |      3.80     |
| 2164 |          LCL161_1557          |    SEC61B   |      3.80     |
| 2165 |          UMI-77_1939          |     RPS7    |      3.80     |
| 2166 |        Vorinostat_1012        |     RPS7    |      3.80     |
| 2167 |         Docetaxel_1007        |    RPS27    |      3.79     |
| 2168 |        Doramapimod_1042       |     PES1    |      3.79     |
| 2169 |        GSK2578215A_1927       |     DENR    |      3.79     |
| 2170 |         Niraparib_1177        |    RPS27    |      3.79     |
| 2171 |        Vinblastine_1004       |     DENR    |      3.79     |
| 2172 |         Dasatinib_1079        |    DHX30    |      3.79     |
| 2173 |        Vincristine_1818       |    RPS14    |      3.78     |
| 2174 |          UMI-77_1939          |     DRG2    |      3.78     |
| 2175 |      5-Fluorouracil_1073      |     RPS7    |      3.78     |
| 2176 |        Venetoclax_1909        |     RPS7    |      3.78     |
| 2177 |   Sepantronium bromide_1941   |     UTP3    |      3.78     |
| 2178 |          OSI-027_1594         |    RPS11    |      3.78     |
| 2179 |        NVP-ADW742_1932        |    RPS11    |      3.78     |
| 2180 |        GSK269962A_1192        |     RPS7    |      3.77     |
| 2181 |          AZD5991_1720         |    NHP2L1   |      3.77     |
| 2182 |        Oxaliplatin_1806       |    RPS27    |      3.77     |
| 2183 |        Vinorelbine_2048       |    SEC61B   |      3.77     |
| 2184 |          BI-2536_1086         |    TROVE2   |      3.77     |
| 2185 |          AZD5991_1720         |    SSBP1    |      3.77     |
| 2186 |           PFI3_1620           |     DENR    |      3.76     |
| 2187 |        Luminespib_1559        |    RPS11    |      3.76     |
| 2188 |           IWP-2_1576          |    RPS14    |      3.75     |
| 2189 |   Sepantronium bromide_1941   |     RPS7    |      3.74     |
| 2190 |        Buparlisib_1873        |     DENR    |      3.74     |
| 2191 |         Olaparib_1017         |     DENR    |      3.73     |
| 2192 |         Dasatinib_1079        |    DDX55    |      3.73     |
| 2193 |     Cyclophosphamide_1512     |    TRMT6    |      3.73     |
| 2194 |         SB216763_1025         |     DRG2    |      3.73     |
| 2195 |         Axitinib_1021         |    SSBP1    |      3.73     |
| 2196 |       Dactinomycin_1911       |    RPS27    |      3.72     |
| 2197 |         PLX-4720_1036         |    RPS14    |      3.72     |
| 2198 |        Vinorelbine_2048       |    TRMT6    |      3.72     |
| 2199 |          EPZ5676_1563         |    RAB15    |      3.72     |
